"","originalTitle","Freq","Sent","Black"
"15","love",3219,"blue","black"
"27","story",2161,"grey","black"
"30","life",2059,"grey","black"
"43","last",1546,"grey","black"
"47","night",1457,"grey","black"
"48","one",1367,"grey","black"
"52","girl",1264,"grey","black"
"53","black",1253,"grey","black"
"60","project",1200,"grey","black"
"61","world",1146,"grey","black"
"62","movie",1134,"grey","black"
"68","time",1061,"grey","black"
"70","american",1022,"grey","black"
"72","new",1019,"grey","black"
"73","house",1004,"grey","black"
"75","dead",994,"red","black"
"77","day",923,"grey","black"
"79","city",914,"grey","black"
"80","little",910,"grey","black"
"81","death",861,"red","black"
"82","road",860,"grey","black"
"84","home",852,"grey","black"
"88","lost",824,"red","black"
"89","big",820,"grey","black"
"90","blood",814,"grey","black"
"91","dark",811,"red","black"
"92","red",810,"grey","black"
"93","girls",808,"grey","black"
"97","woman",770,"grey","black"
"99","shi",744,"grey","black"
"104","blue",733,"grey","black"
"106","film",730,"grey","black"
"107","men",721,"grey","black"
"108","heart",713,"grey","black"
"111","white",699,"grey","black"
"112","live",692,"grey","black"
"114","boy",676,"grey","black"
"115","two",675,"grey","black"
"119","king",657,"grey","black"
"120","days",652,"grey","black"
"125","great",630,"blue","black"
"126","secret",627,"grey","black"
"128","journey",621,"grey","black"
"132","wild",609,"red","black"
"135","way",596,"grey","black"
"136","land",592,"grey","black"
"137","dream",590,"grey","black"
"139","lady",589,"grey","black"
"140","mr.",588,"grey","black"
"142","good",585,"blue","black"
"143","si",580,"grey","black"
"145","back",561,"grey","black"
"147","three",557,"grey","black"
"148","ji",556,"grey","black"
"149","women",554,"grey","black"
"150","ki",548,"grey","black"
"152","street",547,"grey","black"
"155","van",533,"grey","black"
"158","first",524,"grey","black"
"159","beyond",520,"grey","black"
"160","west",510,"grey","black"
"162","game",506,"grey","black"
"164","part",500,"grey","black"
"165","bad",499,"red","black"
"167","della",494,"grey","black"
"168","high",494,"grey","black"
"170","long",489,"grey","black"
"171","ren",489,"grey","black"
"173","island",482,"grey","black"
"174","ang",481,"grey","black"
"175","family",480,"grey","black"
"176","nu",474,"grey","black"
"177","end",473,"grey","black"
"178","art",472,"grey","black"
"179","documentary",470,"grey","black"
"183","don'",462,"grey","black"
"184","v",462,"grey","black"
"185","2:",460,"grey","black"
"187","like",460,"blue","black"
"188","people",452,"grey","black"
"191","america",448,"grey","black"
"192","return",448,"grey","black"
"193","dreams",444,"grey","black"
"194","ka",444,"grey","black"
"195","god",443,"grey","black"
"196","hollywood",442,"grey","black"
"197","paris",441,"grey","black"
"198","moon",440,"grey","black"
"199","star",440,"grey","black"
"203","qing",432,"grey","black"
"204","hell",431,"red","black"
"206","go",429,"grey","black"
"207","liebe",429,"grey","black"
"208","boys",428,"grey","black"
"211","young",426,"grey","black"
"212","river",424,"grey","black"
"213","rock",422,"grey","black"
"214","fire",420,"grey","black"
"217","light",411,"grey","black"
"219","summer",406,"grey","black"
"220","baby",398,"grey","black"
"221","ghost",397,"grey","black"
"222","christmas",394,"grey","black"
"223","legend",391,"grey","black"
"224","children",389,"grey","black"
"225","zhi",389,"grey","black"
"226","behind",388,"grey","black"
"227","town",387,"grey","black"
"228","kill",386,"red","black"
"229","never",386,"grey","black"
"230","old",386,"grey","black"
"231","living",383,"grey","black"
"234","making",379,"grey","black"
"235","music",379,"grey","black"
"236","party",379,"grey","black"
"238","kid",378,"grey","black"
"239","hot",377,"blue","black"
"240","mo",377,"grey","black"
"241","song",377,"grey","black"
"242","tou",376,"grey","black"
"243","murder",375,"red","black"
"244","yu",375,"grey","black"
"245","killer",374,"red","black"
"246","onna",373,"grey","black"
"247","dance",372,"grey","black"
"248","miss",368,"red","black"
"249","just",366,"grey","black"
"250","paradise",366,"blue","black"
"252","run",365,"grey","black"
"255","come",361,"grey","black"
"256","water",361,"grey","black"
"257","inside",360,"grey","black"
"258","sun",360,"grey","black"
"259","zi",360,"grey","black"
"260","eyes",359,"grey","black"
"261","shadow",359,"grey","black"
"265","san",355,"grey","black"
"266","call",352,"grey","black"
"269","gold",347,"blue","black"
"270","fall",345,"red","black"
"271","trail",345,"grey","black"
"272","yi",342,"grey","black"
"275","adventures",337,"grey","black"
"276","john",337,"grey","black"
"277","midnight",337,"grey","black"
"278","years",337,"grey","black"
"282","angel",334,"blue","black"
"284","queen",332,"grey","black"
"285","amor",331,"grey","black"
"286","'",331,"grey","black"
"287","law",331,"grey","black"
"288","best",330,"blue","black"
"290","school",330,"grey","black"
"291","ang",329,"grey","black"
"292","jack",329,"grey","black"
"293","onna",329,"grey","black"
"295","money",328,"grey","black"
"296","sweet",327,"blue","black"
"297","earth",326,"grey","black"
"298","club",325,"grey","black"
"300","devil",323,"red","black"
"301","soul",323,"grey","black"
"302","true",322,"grey","black"
"303","truth",322,"grey","black"
"304","sky",321,"grey","black"
"305","york",321,"grey","black"
"306","get",320,"grey","black"
"307","magic",320,"blue","black"
"308","ek",319,"grey","black"
"311","wife",318,"grey","black"
"312","xia",318,"grey","black"
"313","happy",317,"blue","black"
"314","broken",316,"red","black"
"315","dr.",316,"grey","black"
"316","golden",316,"blue","black"
"317","final",314,"grey","black"
"318","room",313,"grey","black"
"319","perfect",312,"blue","black"
"321","dog",309,"grey","black"
"322","qi",309,"grey","black"
"323","us",309,"grey","black"
"325","dos",306,"grey","black"
"327","per",306,"grey","black"
"328","hard",305,"red","black"
"331","vida",305,"grey","black"
"332","green",304,"grey","black"
"333","hua",302,"grey","black"
"334","side",302,"grey","black"
"335","fear",301,"red","black"
"336","place",301,"grey","black"
"337","si",301,"grey","black"
"338","mystery",298,"red","black"
"339","year",297,"grey","black"
"340","tale",296,"grey","black"
"341","hope",295,"grey","black"
"344","space",292,"grey","black"
"346","rose",289,"grey","black"
"347","vie",289,"grey","black"
"348","heaven",288,"blue","black"
"349","stories",288,"grey","black"
"350","tis",288,"grey","black"
"351","country",287,"grey","black"
"353","four",285,"grey","black"
"354","valley",285,"grey","black"
"355","fu",284,"grey","black"
"356","hai",284,"grey","black"
"357","feng",283,"grey","black"
"358","hu",283,"grey","black"
"362","show",278,"grey","black"
"364","tian",278,"grey","black"
"365","vs.",278,"grey","black"
"367","jian",277,"grey","black"
"368","silent",277,"blue","black"
"369","without",277,"grey","black"
"370","che",276,"grey","black"
"371","hong",276,"grey","black"
"372","kai",276,"grey","black"
"373","em",275,"grey","black"
"375","blues",274,"grey","black"
"376","don",274,"grey","black"
"378","power",274,"grey","black"
"379","history",273,"grey","black"
"384","mountain",271,"grey","black"
"385","evil",270,"red","black"
"386","double",269,"grey","black"
"387","justice",269,"grey","black"
"388","seven",269,"grey","black"
"390","ke",268,"grey","black"
"391","north",268,"grey","black"
"392","x",268,"grey","black"
"393","battle",266,"grey","black"
"395","amor",264,"grey","black"
"396","og",264,"grey","black"
"397","south",264,"grey","black"
"399","freedom",263,"blue","black"
"400","play",263,"grey","black"
"401","gun",262,"grey","black"
"403","rise",262,"grey","black"
"405","muerte",259,"grey","black"
"406","texas",259,"grey","black"
"407","ye",259,"grey","black"
"408","aur",258,"grey","black"
"409","devil'",258,"grey","black"
"411","ga",257,"grey","black"
"412","mind",257,"grey","black"
"413","name",257,"grey","black"
"414","now",257,"grey","black"
"415","wu",257,"grey","black"
"417","take",255,"grey","black"
"418","adventure",254,"grey","black"
"419","fighting",254,"grey","black"
"420","kiss",254,"grey","black"
"421","lives",254,"grey","black"
"422","revenge",254,"red","black"
"423","terror",254,"red","black"
"424","wedding",253,"grey","black"
"425","five",252,"grey","black"
"426","hero",252,"blue","black"
"427","hotel",252,"grey","black"
"428","search",252,"grey","black"
"429","ying",251,"grey","black"
"430","angels",250,"grey","black"
"432","made",249,"grey","black"
"434","deep",248,"grey","black"
"435","dei",248,"grey","black"
"436","face",248,"grey","black"
"437","gui",248,"grey","black"
"438","can",247,"grey","black"
"439","leben",247,"grey","black"
"441","brothers",246,"grey","black"
"442","mother",246,"grey","black"
"443","second",246,"grey","black"
"444","wang",245,"grey","black"
"445","xing",245,"grey","black"
"446","på",244,"grey","black"
"447","romance",244,"grey","black"
"450","beautiful",243,"blue","black"
"451","long",243,"grey","black"
"452","xiao",243,"grey","black"
"453","desert",242,"red","black"
"455","eye",241,"grey","black"
"456","fight",241,"grey","black"
"458","dao",240,"grey","black"
"459","real",239,"grey","black"
"460","zero",239,"grey","black"
"461","born",238,"grey","black"
"462","hearts",238,"grey","black"
"464","human",236,"grey","black"
"465","jie",236,"grey","black"
"468","shadows",236,"grey","black"
"469","frau",235,"grey","black"
"470","welcome",235,"blue","black"
"471","child",234,"grey","black"
"472","jungle",234,"grey","black"
"473","wu",234,"grey","black"
"474","free",233,"blue","black"
"475","goes",233,"grey","black"
"476","park",233,"grey","black"
"477","secrets",232,"grey","black"
"478","tales",232,"grey","black"
"479","yan",232,"grey","black"
"480","darkness",231,"red","black"
"481","door",231,"grey","black"
"482","strange",231,"red","black"
"484","case",230,"grey","black"
"485","friends",230,"grey","black"
"487","joe",229,"grey","black"
"488","portrait",229,"grey","black"
"489","ride",228,"grey","black"
"490","sheng",228,"grey","black"
"491","crime",227,"red","black"
"494","mujer",225,"grey","black"
"496","gang",224,"grey","black"
"497","gone",224,"grey","black"
"498","san",224,"grey","black"
"499","ba",223,"grey","black"
"501","dangerous",222,"red","black"
"503","santa",222,"grey","black"
"504","edge",221,"grey","black"
"505","forever",220,"grey","black"
"506","'",220,"grey","black"
"507","line",220,"grey","black"
"508","raja",220,"grey","black"
"509","beauty",219,"blue","black"
"510","china",219,"grey","black"
"511","coming",219,"grey","black"
"512","monogatari",218,"grey","black"
"513","maria",217,"grey","black"
"514","monster",217,"red","black"
"516","fei",216,"grey","black"
"518","jia",216,"grey","black"
"519","noche",216,"grey","black"
"520","nuit",216,"grey","black"
"521","point",216,"grey","black"
"522","spirit",216,"grey","black"
"523","trouble",216,"red","black"
"525","body",215,"grey","black"
"526","chance",215,"grey","black"
"527","chikan",215,"grey","black"
"529","dragon",214,"grey","black"
"530","dawn",213,"blue","black"
"532","london",212,"grey","black"
"534","daughter",211,"grey","black"
"535","johnny",211,"grey","black"
"536","li",211,"grey","black"
"538","father",210,"grey","black"
"539","rising",210,"grey","black"
"540","silence",210,"grey","black"
"542","east",209,"grey","black"
"543","six",209,"grey","black"
"544","kids",208,"grey","black"
"545","oru",208,"grey","black"
"546","another",207,"grey","black"
"549","super",206,"blue","black"
"550","wind",206,"grey","black"
"551","xiong",206,"grey","black"
"552","yi",206,"grey","black"
"553","crazy",205,"red","black"
"554","deadly",205,"red","black"
"556","hill",204,"grey","black"
"557","killing",204,"red","black"
"558","revolution",204,"grey","black"
"559","10",203,"grey","black"
"560","escape",203,"grey","black"
"561","finding",203,"grey","black"
"562","hour",203,"grey","black"
"563","za",203,"grey","black"
"564","make",202,"grey","black"
"565","rio",202,"grey","black"
"568","master",201,"blue","black"
"569","still",200,"grey","black"
"571","v",199,"grey","black"
"572","winter",199,"grey","black"
"573","wolf",199,"grey","black"
"574","diary",198,"grey","black"
"575","mary",198,"grey","black"
"576","nothing",198,"grey","black"
"577","yuan",198,"grey","black"
"578","beach",197,"grey","black"
"579","dirty",197,"red","black"
"580","air",196,"grey","black"
"581","è",196,"grey","black"
"582","future",196,"grey","black"
"583","ka",196,"grey","black"
"584","teil",196,"grey","black"
"585","things",196,"grey","black"
"586","blind",195,"red","black"
"587","right",195,"blue","black"
"588","zombie",195,"red","black"
"589","away",194,"grey","black"
"590","bu",194,"grey","black"
"591","cold",194,"red","black"
"592","ice",194,"grey","black"
"593","lucky",194,"blue","black"
"595","age",193,"grey","black"
"597","ko",193,"grey","black"
"598","business",192,"grey","black"
"599","femme",192,"grey","black"
"600","legacy",192,"grey","black"
"601","nights",192,"grey","black"
"602","mad",191,"red","black"
"603","nacht",191,"grey","black"
"604","affair",190,"grey","black"
"605","hombre",190,"grey","black"
"606","ja",190,"grey","black"
"607","meet",190,"grey","black"
"608","shou",190,"grey","black"
"609","xiao",190,"grey","black"
"610","hand",189,"grey","black"
"611","naked",189,"grey","black"
"612","prince",189,"grey","black"
"613","shen",189,"grey","black"
"614","state",189,"grey","black"
"615","full",188,"grey","black"
"616","shi",188,"grey","black"
"617","casa",187,"grey","black"
"618","ii:",187,"grey","black"
"619","'",187,"grey","black"
"620","next",187,"grey","black"
"623","doctor",186,"grey","black"
"624","och",186,"grey","black"
"625","thing",186,"grey","black"
"627","lang",185,"grey","black"
"628","sha",185,"grey","black"
"629","tiger",185,"grey","black"
"630","times",185,"grey","black"
"631","100",184,"grey","black"
"632","bride",184,"grey","black"
"633","peace",184,"blue","black"
"634","walk",184,"grey","black"
"635","'",183,"grey","black"
"637","heroes",183,"grey","black"
"638","see",183,"grey","black"
"639","3:",182,"grey","black"
"641","hidden",182,"grey","black"
"642","horror",182,"grey","black"
"644","tree",182,"grey","black"
"645","mission",181,"grey","black"
"646","passion",181,"blue","black"
"648","david",180,"grey","black"
"649","season",180,"grey","black"
"650","3d",179,"grey","black"
"651","captain",179,"grey","black"
"652","let",179,"grey","black"
"653","mei",179,"grey","black"
"654","youth",179,"grey","black"
"655","berlin",178,"grey","black"
"656","change",178,"grey","black"
"657","cinema",178,"grey","black"
"658","ge",178,"grey","black"
"659","het",178,"grey","black"
"660","non",178,"grey","black"
"661","open",178,"grey","black"
"662","planet",178,"grey","black"
"663","private",178,"grey","black"
"664","stranger",178,"red","black"
"665","voices",178,"grey","black"
"666","code",177,"grey","black"
"668","storm",177,"grey","black"
"669","book",176,"grey","black"
"670","forest",176,"grey","black"
"671","know",176,"grey","black"
"672","lake",176,"grey","black"
"673","alone",175,"grey","black"
"674","comes",175,"grey","black"
"676","going",175,"grey","black"
"677","iii",175,"grey","black"
"678","silver",175,"grey","black"
"679","tokyo",175,"grey","black"
"680","trip",175,"grey","black"
"681","within",175,"grey","black"
"682","fu",174,"grey","black"
"683","garden",174,"grey","black"
"684","nu",174,"grey","black"
"685","cry",173,"red","black"
"686","force",173,"grey","black"
"688","stars",173,"grey","black"
"689","va",173,"grey","black"
"691","charlie",172,"grey","black"
"692","chun",172,"grey","black"
"694","film",172,"grey","black"
"696","james",172,"grey","black"
"697","ming",172,"grey","black"
"698","phantom",172,"grey","black"
"700","small",172,"grey","black"
"701","tomorrow",172,"grey","black"
"702","camp",171,"grey","black"
"703","curse",171,"red","black"
"704","dancing",171,"grey","black"
"705","jin",171,"grey","black"
"706","po",171,"grey","black"
"707","something",171,"grey","black"
"708","anna",170,"grey","black"
"709","cowboy",170,"grey","black"
"710","juan",170,"grey","black"
"711","maa",170,"grey","black"
"712","welt",170,"grey","black"
"713","yue",170,"grey","black"
"714","forgotten",169,"grey","black"
"715","horse",169,"grey","black"
"716","mann",169,"grey","black"
"717","tour",169,"grey","black"
"718","invisible",168,"red","black"
"719","rain",168,"grey","black"
"720","st.",168,"grey","black"
"721","uma",168,"grey","black"
"722","9",167,"grey","black"
"723","marriage",167,"grey","black"
"724","8",166,"grey","black"
"725","hun",166,"grey","black"
"726","huo",166,"grey","black"
"727","tell",166,"grey","black"
"728","broadway",165,"grey","black"
"730","het",165,"grey","black"
"731","iron",165,"grey","black"
"732","jing",165,"grey","black"
"733","million",165,"grey","black"
"734","nation",165,"grey","black"
"736","box",164,"grey","black"
"737","princess",164,"grey","black"
"738","vita",164,"grey","black"
"739","alien",163,"grey","black"
"740","flying",163,"grey","black"
"741","vampire",163,"grey","black"
"743","action",162,"grey","black"
"744","comedy",162,"grey","black"
"745","dil",162,"grey","black"
"746","looking",162,"grey","black"
"747","sister",162,"grey","black"
"748","wall",162,"grey","black"
"749","xiang",162,"grey","black"
"750","generation",161,"grey","black"
"752","ten",161,"grey","black"
"753","vida",161,"grey","black"
"754","africa",160,"grey","black"
"755","breaking",160,"red","black"
"756","chasing",160,"grey","black"
"757","dai",160,"grey","black"
"758","gu",160,"grey","black"
"759","huang",160,"grey","black"
"760","massacre",160,"red","black"
"762","u",160,"grey","black"
"764","grace",159,"blue","black"
"765","madame",159,"grey","black"
"766","notte",159,"grey","black"
"768","z",159,"grey","black"
"770","cielo",158,"grey","black"
"771","dogs",158,"grey","black"
"772","glory",158,"blue","black"
"773","hai",158,"grey","black"
"774","pink",158,"grey","black"
"775","qing",158,"grey","black"
"776","danger",157,"red","black"
"777","grande",157,"grey","black"
"778","hunter",157,"grey","black"
"779","lian",157,"grey","black"
"780","mädchen",157,"grey","black"
"781","monde",157,"grey","black"
"784","ring",156,"grey","black"
"785","sisters",156,"grey","black"
"787","bir",155,"grey","black"
"788","jin",155,"grey","black"
"789","kingdom",155,"grey","black"
"790","operation",155,"grey","black"
"791","unknown",155,"red","black"
"792","bill",154,"grey","black"
"793","brother",154,"grey","black"
"794","burning",154,"red","black"
"795","max",154,"grey","black"
"796","peter",154,"grey","black"
"797","yu",154,"grey","black"
"798","flight",153,"grey","black"
"799","holiday",153,"grey","black"
"800","tai",153,"grey","black"
"801","tian",153,"grey","black"
"802","treasure",153,"blue","black"
"803","weekend",153,"grey","black"
"805","can'",152,"grey","black"
"806","cross",152,"grey","black"
"807","faith",152,"blue","black"
"808","games",152,"grey","black"
"809","gong",152,"grey","black"
"810","lies",152,"red","black"
"812","running",152,"grey","black"
"813","snow",152,"grey","black"
"814","sound",152,"grey","black"
"815","touch",152,"grey","black"
"817","voice",152,"grey","black"
"818","30",151,"grey","black"
"820","express",151,"grey","black"
"821","head",151,"grey","black"
"822","mama",151,"grey","black"
"823","bridge",150,"grey","black"
"824","dear",150,"grey","black"
"825","everything",150,"grey","black"
"826","feng",150,"grey","black"
"827","kings",150,"grey","black"
"828","let'",150,"grey","black"
"829","otoko",150,"grey","black"
"830","shot",150,"grey","black"
"831","kind",149,"grey","black"
"832","mundo",149,"grey","black"
"833","top",149,"blue","black"
"834","train",149,"grey","black"
"835","az",148,"grey","black"
"836","border",148,"grey","black"
"837","flesh",148,"grey","black"
"839","mou",148,"grey","black"
"840","race",148,"grey","black"
"841","third",148,"grey","black"
"844","xi",148,"grey","black"
"845","xian",148,"grey","black"
"846","desire",147,"grey","black"
"847","fast",147,"blue","black"
"848","india",147,"grey","black"
"850","ninja",147,"grey","black"
"851","stop",147,"grey","black"
"852","talk",147,"grey","black"
"853","gay",146,"grey","black"
"855","shin",146,"grey","black"
"856","12",145,"grey","black"
"857","band",145,"grey","black"
"858","beast",144,"grey","black"
"859","circus",144,"grey","black"
"860","every",144,"grey","black"
"861","grand",144,"blue","black"
"862","royal",144,"grey","black"
"863","thunder",144,"grey","black"
"864","waiting",144,"grey","black"
"867","diamond",143,"grey","black"
"868","hills",143,"grey","black"
"869","ladies",143,"grey","black"
"870","missing",143,"grey","black"
"871","roll",143,"grey","black"
"872","stone",143,"grey","black"
"874","alive",142,"grey","black"
"876","came",142,"grey","black"
"877","circle",142,"grey","black"
"878","dai",142,"grey","black"
"879","delle",142,"grey","black"
"880","dos",142,"grey","black"
"881","far",142,"grey","black"
"882","hands",142,"grey","black"
"883","hours",142,"grey","black"
"884","musical",142,"grey","black"
"885","prem",142,"grey","black"
"886","around",141,"grey","black"
"887","dust",141,"red","black"
"888","guns",141,"grey","black"
"889","modern",141,"blue","black"
"890","paul",141,"grey","black"
"891","vengeance",141,"red","black"
"892","warrior",141,"grey","black"
"893","men",140,"grey","black"
"894","path",140,"grey","black"
"895","price",140,"grey","black"
"896","stand",140,"grey","black"
"897","wrong",140,"red","black"
"898","heat",139,"grey","black"
"899","special",139,"grey","black"
"900","yellow",139,"grey","black"
"901","adam",138,"grey","black"
"902","better",138,"blue","black"
"903","grande",138,"grey","black"
"904","greatest",138,"blue","black"
"905","honor",138,"blue","black"
"906","lu",138,"grey","black"
"907","oi",138,"grey","black"
"908","cat",137,"grey","black"
"909","george",137,"grey","black"
"910","main",137,"grey","black"
"911","shan",137,"grey","black"
"912","spring",137,"grey","black"
"913","billy",136,"grey","black"
